# The 400 most frequent words with an unpointed alef (komets vs pasekh: u/ɔ vs a). Engine reading + layer (G=gold).
# Fill 'ruling' with the correct IPA (or 'ok'). Rows with layer G are native-verified: changing them = next-round table.
word	count	engine_ipa	route	layer	conf	reason	current_override	ruling
פאר'ן	340	farn	rule	G	LOW	alef-default,pe-default	
קאמפעני	339	kˈamfəni	rule	G	LOW	alef-default,pe-default	kˈɔmpəni
צאל	339	ʦal	rule	G	LOW	alef-default	
סענאט	337	sˈɛnat	rule	G	LOW	alef-default	
אריינגערעכנט	336	arˈaːnɡərəxnt	rule	G	LOW	alef-default	arˈaːnɡərɛxnt
קלינטאן	334	klˈintan	rule	G	LOW	alef-default	
באטראכט	334	batrˈaxt	rule	G	LOW	alef-default	
אנהייבן	332	ˈunhajbn	lexicon	G	HIGH		
איבערגעדרייט	331	ˈibərɡədrajt	rule	G	LOW	alef-default	
באאמטע	328	baˈamtə	rule	G	LOW	alef-default	
פאליסיס	327	fˈalisis	rule	G	LOW	alef-default,pe-default	pˈalisis
אריינלייגן	327	arˈaːnlajɡn	rule	G	LOW	alef-default	
פראנט	324	frant	rule	G	LOW	alef-default,pe-default	
עראפלאן	324	ˈɛraflan	rule	G	LOW	alef-default,pe-default	ɛraplˈan
אהין	321	ahˈin	rule	G	LOW	alef-default	
געפאר	321	ɡəfˈar	rule	G	LOW	alef-default,pe-default	
דעפארטמענט	320	dəfartmˈɛnt	rule	G	LOW	alef-default,pe-default	dipˈartmənt
איינוואוינער	320	ˈajnvɔjnər	rule	G	LOW	alef-default	
ארט	319	art	rule	G	LOW	alef-default	
געהאלפן	318	ɡəhˈalfn	rule	G	LOW	alef-default,pe-default	
בארא	317	barˈa	rule	G	LOW	alef-default	bˈɔrə
פאלט	316	falt	rule	G	LOW	alef-default,pe-default	
פארשטאנען	316	farʃtˈanən	rule	G	LOW	alef-default,pe-default	
באקומט	313	bakˈimt	rule	G	MED	prefix-rescue:gold+בא	
דורכאויס	313	dˈirxoʊs	rule	G	MED	prefix-rescue:gold+דורכ	
סענאטאר	313	sˈɛnatar	rule	G	LOW	alef-default	
אמעריקאנע	313	ˈamərikanə	rule	G	LOW	alef-default	
געוואלד	313	ɡəvˈald	rule	G	LOW	alef-default	
אפשטעלן	310	ˈafʃtəln	rule	G	LOW	alef-default,pe-default	ˈɔpʃtɛln
ארגאניזאציע	308	ˈarɡanizaʦiə	rule	G	LOW	alef-default	
אותיות	307	ɔjsˈijɔjs	rule	L	LOW	sefaria-pointed	
באצאלן	306	baʦˈuln	rule	G	MED	prefix-rescue:gold+בא	
אנגענומען	305	ˈunɡənimən	rule	G	MED	prefix-rescue:gold+אנ	
דזשאו	304	ʤi	rule	G	LOW	alef-default	ʤoʊ
טראץ	304	traʦ	rule	G	LOW	alef-default	
קאוסט	303	kist	rule	G	LOW	alef-default	kɔst
געכאפט	303	ɡəxˈapt	lexicon	G	HIGH		
קאליפארניע	303	kˈalifarniə	rule	G	LOW	alef-default,pe-default	
פארברעכן	303	farbrˈɛxn	rule	G	LOW	alef-default,pe-default	
טאן	301	tan	rule	G	LOW	alef-default	tin
אינפארמעישן	301	ˈinfarmajʃn	rule	G	LOW	alef-default,pe-default	
מ'זאל	300	mzul	rule	G	MED	clitic	
געדאנק	299	ɡədˈank	lexicon	G	HIGH		
קאל	298	kal	rule	G	LOW	alef-default	kɔl
געשטאנען	297	ɡəʃtˈanən	rule	G	LOW	alef-default	
אויפגעשטעלט	297	ˈɔjfɡəʃtəlt	rule	G	LOW	alef-default,pe-default	ˈɔjfɡəʃtɛlt
ביליאן	294	bˈiljɔn	lexicon	G	HIGH		
שפיאנאזש	294	ʃpˈianaʒ	rule	G	LOW	alef-default,pe-default	
אימיגראציע	294	ˈimiɡraʦiə	rule	G	LOW	alef-default	
פאמיליע	293	fˈamiliə	lexicon	E	HIGH		
דעמאקראטיע	293	dˈɛmakratiə	rule	G	LOW	alef-default	
קאווע	292	kˈavə	rule	G	LOW	alef-default	
פארגעסן	291	faːrɡˈɛsn	lexicon	G	HIGH		
אברהם	291	ˈavrum	lexicon	N	HIGH		
אהיים	286	ahˈajm	lexicon	G	HIGH		
ראבערט	286	rˈabərt	rule	G	LOW	alef-default	
אויסער	286	ˈoʊsər	rule	G	LOW	alef-default	
אנהייב	285	ˈanhajb	rule	G	LOW	alef-default	
מאן	283	mun	rule	G	MED	clitic	
לאנדאן	283	lˈandan	rule	G	LOW	alef-default	
נאכ'ן	283	nuxn	rule	L	LOW	model-pointed-guess	
מאדעל	283	mˈɔdəl	lexicon	G	HIGH		
געשטארבן	282	ɡəʃtˈarbn	rule	G	LOW	alef-default	
אזויווי	282	ˈazɔjvi	rule	G	LOW	alef-default	
פאל	282	fal	rule	G	LOW	alef-default,pe-default	
ניטאמאל	281	nˈitamal	rule	G	LOW	alef-default	
עקאנאמישע	278	ˈɛkanamiʃə	rule	G	LOW	alef-default	
איבעראל	275	ˈibəral	rule	G	LOW	alef-default	
פאליטיק	275	pɔlˈitik	lexicon	G	HIGH		
באמערקט	275	bamˈɛrkt	rule	G	LOW	alef-default	
באפעלקערונג	275	bafˈɛlkərinɡ	rule	G	LOW	alef-default,pe-default	
אויבן	273	ɔjbn	rule	G	LOW	alef-default	
קאלט	271	kalt	rule	G	LOW	alef-default	
לאמיך	271	lˈamix	rule	G	LOW	alef-default	
באר	271	bar	rule	G	LOW	alef-default	
דערמאנען	271	dərmˈanən	rule	G	LOW	alef-default	
היפאפאטימעס	271	hˈifafatiməs	rule	G	LOW	alef-default,pe-default	hipapˈataməs
נארט	270	nart	rule	G	LOW	alef-default	
פארשטעלן	269	farʃtˈɛln	rule	G	LOW	alef-default,pe-default	
קאנדידאט	269	kˈandidat	rule	G	LOW	alef-default	
איראנער	268	irˈanər	rule	G	LOW	alef-default	
אייוורי	268	ˈajvri	rule	G	LOW	alef-default	
ס'וואלט	267	svɔlt	rule	G	MED	clitic	
איבערגענומען	265	ˈibərɡənimən	rule	G	MED	prefix-rescue:gold+איבער	
פארקויפט	265	farkˈɔjft	rule	G	LOW	alef-default,pe-default	
סאטמארער	263	sˈatmarər	rule	G	LOW	alef-default	
